person_id,description
0746,"female, short-sleeved blouse, black skirt, white blouse, flat sandals, no visible backpack, no visible glasses, no visible hat"
0747,"male, black t-shirt with white graphic, black knee-length shorts, brown sandals, black backpack, black baseball cap, no visible glasses"
0748,"female, patterned short-sleeve shirt, blue jeans, yellow flip-flops, no visible backpack, no visible glasses, no visible hat"
0749,"male, striped short-sleeved shirt, light gray pants, dark shoes, no visible accessories, no hat, no glasses, no backpack"
0750,"male, striped short-sleeve shirt, pink, white, dark gray, plaid shorts, gray sneakers, glasses"
0751,"male, short-sleeved button-up shirt, black and white vertical stripes, khaki-colored pants, white sneakers, no visible accessories, no hat, no glasses, no backpack"
0752,"boy, sleeveless tank top, camouflage pattern, camouflage pants, sneakers, no visible accessories, no hat, no glasses, no backpack"
0753,"male, white short-sleeved shirt, khaki shorts, flip-flops, black backpack, no visible glasses, no visible hat"
0754,"male, yellow t-shirt with white and gray gradient design, blue jeans, brown shoes, no visible accessories, no hat, no glasses, no backpack"
0755,"female, short-sleeved floral shirt, light beige shorts, dark sandals, dark cap, no visible backpack, no visible glasses"
0756,"female, striped short-sleeve top, beige capri pants, barefoot, no visible accessories"
0757,"male, short-sleeved shirt, light green, shorts, light brown, barefoot, no visible accessories, no backpack, no glasses, no hat"
0758,"male, gray t-shirt, blue jeans, dark-colored shoes, carrying a dark backpack, no visible glasses or hat"
0759,"male, white t-shirt, black shorts, pink slippers, black backpack"
0760,"male, light blue short-sleeved shirt, dark blue jeans, white sneakers, backpack, dark cap, no glasses"
0761,"female, gray t-shirt, dark shorts, white sneakers, red backpack, no visible glasses or hat"
0762,"female, black short-sleeved shirt, black pants, dark-colored shoes, white bucket hat, beige shoulder bag, no visible glasses"
0763,"male, short-sleeved t-shirt, blue, shorts, brown, flip-flops, no visible accessories, no hat, no glasses, no backpack"
0764,"male, yellow t-shirt, gray cargo pants, dark-colored shoes, black shoulder bag"
0765,"female, white short-sleeved polo shirt, dark blue or black pants, white sneakers, dark hair tied back in a ponytail, no visible accessories, no glasses, no hat, no backpack"
0766,"male, striped polo shirt, dark shorts, flip flops, backpack"
0767,"male, black t-shirt, dark blue shorts, brown sandals, no visible backpack, no visible glasses, no visible hat"
0768,"female, light green short-sleeved top, light-colored shorts, barefoot, white backpack with red accents, long dark hair, no glasses, no hat"
0769,"female, white sleeveless top, white skirt, beige flat sandals, black shoulder bag, necklace"
0770,"male, t-shirt, gray, shorts, gray, sneakers, no visible accessories, no hat, no glasses, no backpack"
0771,"female, short-sleeved button-up shirt, light gray, loose-fitting pants, light gray, slip-on shoes, gray cap, no visible glasses, no visible backpack"
0772,"female, white t-shirt, black shorts, grey sneakers, brown backpack, no glasses, no hat"
0773,"male, white t-shirt, black shorts, grey sneakers, red backpack, no glasses, no hat"
0774,"male, black long-sleeved shirt with white stripes on sleeves and white lettering across chest, black pants, white sneakers, red and black backpack, no visible glasses, no visible hat"
0775,"female, pink short-sleeved top, white undershirt, dark gray capri pants, light brown flat shoes, yellow backpack"
0776,"female, white short-sleeved t-shirt, dark blue denim overall dress, light brown flat shoes, dark hair tied in a ponytail, no visible backpack, no visible glasses, no visible hat"
0777,"male, black t-shirt, light gray shorts, gray sneakers, red and black backpack, no glasses, no hat"
0778,"male, blue t-shirt, grey shorts, black flip-flops, no visible backpack, no visible glasses, no visible hat"
0779,"female, short-sleeved t-shirt, pink, striped skirt, light green, white hat, green shoes, pink handbag"
0780,"male, checkered short-sleeve shirt, blue shorts, barefoot, no visible accessories, no glasses, no hat"
0781,"female, white short-sleeved button-up shirt, black trousers, dark-colored flat shoes, dark-colored cap worn backward, no visible backpack, no visible glasses"
0782,"female, short-sleeved shirt, light pink, dark pants, light-colored shoes, shoulder bag, dark-colored, no visible glasses, no visible hat"
0783,"female, striped long-sleeve shirt, beige pants, flat shoes, red backpack with white stripes"
0784,"female, t-shirt, denim shorts, white sneakers, light green tote bag, no visible glasses, no visible hat, no visible backpack"
0785,"male, short-sleeved shirt, dark blue, dark trousers, light brown shoes, backpack, glasses"
0786,"male, yellow t-shirt, dark gray shorts, black athletic shoes, white socks, no visible accessories, no hat, no glasses, no backpack"
0787,"male, yellow t-shirt, black shorts, white socks, black sneakers, no visible accessories, no hat, no glasses, no backpack"
0788,"male, white t-shirt, gray pants, dark-colored sneakers, no visible backpack, no visible glasses, no visible hat"
0789,"male, polo shirt, purple, shorts, black, sandals, backpack, black"
0790,"female, black sleeveless dress, black sandals, black cap, no visible backpack, no visible glasses"
0791,"male, black t-shirt, black pants, dark-colored shoes, backpack, no visible glasses, no visible hat"
0792,"male, gray t-shirt, dark gray shorts, light gray sneakers, black backpack, short brown hair, no visible glasses, no visible hat"
0793,"male, white short-sleeved shirt, beige pants, brown shoes, no visible accessories, no hat, no glasses, no backpack"
0794,"male, short-sleeved button-up shirt, light pink, khaki shorts, white sneakers, no visible accessories, no glasses, no hat"
0795,"female, white short-sleeved top, light-colored shorts, white sandals, red bag, dark hair in ponytail"
0796,"female, white t-shirt, blue jeans, green sneakers, patterned backpack, glasses"
0797,"male, t-shirt, brown, sandals, glasses, no backpack, no hat"
0798,"female, sleeveless dress, green and white pattern, white sneakers, glasses, no visible backpack, no visible hat"
0799,"male, gray t-shirt, black shorts, white sneakers, black cap, no visible backpack, no visible glasses"
0800,"male, short-sleeved button-up shirt, light pink, dark trousers, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0801,"male, t-shirt, maroon, shorts, gray, sandals, backpack, black"
0802,"male, black t-shirt, blue jeans, white sneakers, backpack, glasses"
0803,"male, t-shirt, black, shorts, blue and white striped, sandals, backpack, white with black straps, no glasses, no hat"
0804,"female, red short-sleeved shirt, dark blue denim shorts, light brown flip-flops, black and white patterned shoulder bag, white face mask, dark hair tied back with yellow hair tie"
0805,"male, yellow t-shirt with black graphic, blue shorts, gray sneakers, black shoulder bag, no visible glasses, no visible hat"
0806,"male, t-shirt, dark blue, shorts, dark brown, sneakers, backpack, no glasses, no hat"
0807,"female, black short-sleeved top, multicolored floral skirt, black flat sandals, glasses, no visible backpack or hat"
0808,"male, t-shirt, shorts, sneakers, no visible accessories, no visible glasses, no visible hat, no visible backpack"
0809,"female, lace dress, light green, flat shoes, backpack, glasses"
0810,"male, yellow t-shirt, plaid shorts, orange and white sneakers, black backpack with white pattern, glasses, short dark hair"
0811,"female, short-sleeved t-shirt, yellow, skirt, black with white polka dots, flat shoes, pink backpack"
0812,"female, yellow t-shirt, black capri pants, brown sandals, black shoulder bag, no visible glasses, no visible hat"
0813,"male, short-sleeved button-up shirt, light blue, dark trousers, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0814,"male, sleeveless tank top, black, shorts, black, flip flops, backpack, no glasses, no hat"
0815,"male, white vest, red and white patterned sleeves, black pants, black shoes, checkered cap"
0816,"male, t-shirt, dark gray shorts, white sneakers with green accents, black baseball cap, no visible backpack, no visible glasses"
0817,"male, purple short-sleeved t-shirt, dark grey capri pants, dark-colored flip-flops, black baseball cap, no visible backpack, no visible glasses"
0818,"male, orange t-shirt, dark gray shorts, dark gray slip-on shoes, no visible accessories, no hat, no glasses, no backpack"
0819,"male, white t-shirt, black pants, white sneakers, brown backpack, no glasses, no hat"
0820,"female, dress, light pink, flat sandals, shoulder bag, brown"
0821,"male, short-sleeved shirt, light pink, trousers, black, barefoot, no accessories"
0822,"male, white t-shirt, green shorts, dark sneakers, backpack, no glasses, no hat"
0823,"female, light pink long-sleeved top, light blue denim shorts, flat sandals, dark hair in loose waves, no visible backpack, no visible glasses, no visible hat"
0824,"male, white t-shirt, gray shorts, white sneakers, brown shoulder bag, glasses"
0825,"male, polo shirt, lime green, shorts, black, sneakers, white, glasses, no backpack, no hat"
0826,"male, light gray short-sleeved shirt, dark gray shorts, light blue athletic shoes, black shoulder bag, no visible glasses, no visible hat"
0827,"female, striped dress, blue and white, flat shoes, shoulder bag"
0828,"male, dark blue short-sleeved shirt, dark brown shorts, white socks, green and white sneakers, no visible accessories, no glasses, no hat, no backpack"
0829,"female, black short-sleeved t-shirt, bright pink shorts, bright pink athletic shoes, dark sunglasses, no visible backpack, no visible hat"
0830,"male, green t-shirt, blue shorts, white sneakers, glasses, black backpack"
0831,"female, gray t-shirt with pink graphic, dark blue capri pants, brown flat shoes, carrying a gray shoulder bag, dark hair, no visible glasses or hat"
0832,"male, dark brown t-shirt, maroon pants, white sneakers, black cap, no visible backpack, no visible glasses"
0833,"male, light blue short-sleeved shirt, light beige trousers, white sneakers, dark green and black backpack with yellow trim, no visible glasses, no visible hat"
0834,"male, short-sleeved button-up shirt, light gray, dark trousers, dark shoes, no visible backpack, no visible glasses, no visible hat"
0835,"male, light-colored short-sleeved shirt, light gray trousers, dark-colored shoes, no visible backpack, no visible glasses, no visible hat"
0836,"male, short-sleeved shirt, light gray, khaki pants, dark brown shoes, black briefcase, no visible backpack, no visible glasses, no visible hat"
0837,"male, short-sleeved shirt, light gray, dark pants, dark shoes, no visible accessories, no hat, no glasses, no backpack"
0838,"male, white short-sleeved shirt, dark trousers, dark shoes, black shoulder bag, no visible glasses, no visible hat"
0839,"male, short-sleeved button-up shirt, white, dark trousers, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0840,"male, light gray short-sleeved shirt, dark gray trousers, dark gray shoes, carrying black briefcase, no visible accessories, no glasses, no hat"
0841,"male, gray short-sleeved shirt, light gray pants, black shoes, black shoulder bag, no visible glasses, no visible hat"
0842,"male, short-sleeved shirt, red, khaki pants, white sneakers, lanyard with badge, no backpack, no glasses, no hat"
0843,"female, two-piece outfit, top is beige, skirt is pink, high-heeled shoes, carrying a handbag with a patterned design, no backpack, no glasses, no hat"
0844,"male, short-sleeved shirt, light gray, black sleeves, khaki pants, brown shoes, lanyard with ID card, no backpack, no glasses, no hat"
0845,"male, red polo shirt, dark green pants, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0846,"male, light gray short-sleeved button-up shirt, dark gray or black trousers, dark brown or black shoes, no visible backpack, no visible glasses, no visible hat"
0847,"male, short-sleeved button-up shirt, blue and white checkered pattern, light beige trousers, brown slip-on shoes, no visible accessories, no glasses, no hat, no backpack"
0848,"male, white short-sleeved shirt, gray trousers, dark shoes, black briefcase"
0849,"female, black dress, pink shoulder bag, sandals, no visible glasses, no visible hat"
0850,"female, short-sleeved top, gray, skirt, gray with white floral pattern, sandals, green shoulder bag"
0851,"female, short-sleeved top, purple, capri pants, pink, flip flops, umbrella, shoulder bag, dark brown, no glasses, no hat"
0852,"male, white t-shirt, black pants, pink slip-on shoes, glasses, no visible backpack or hat"
0853,"female, black dress, purple top, beige flats, black handbag, white lanyard with badge, no glasses, no hat"
0854,"male, short-sleeved shirt, light green, loose-fitting pants, beige, dark brown shoes, brown shoulder bag, no visible glasses, no visible hat"
0855,"male, white short-sleeved shirt, dark gray trousers, dark-colored shoes, no visible backpack, no visible glasses, no visible hat"
0856,"male, purple polo shirt, blue jeans, dark-colored shoes, no visible accessories, no glasses, no hat, no backpack"
0857,"male, gray t-shirt, dark pants, dark shoes, black shoulder bag"
0858,"male, striped polo shirt, light blue and white stripes, dark trousers, dark shoes, lanyard with ID badge, no visible backpack, no visible glasses, no visible hat"
0859,"male, light gray trousers, light gray short-sleeved shirt, dark brown loafers, black shoulder bag, no visible glasses, no visible hat"
0860,"male, white t-shirt, dark grey pants, black shoes, no visible backpack, no visible glasses, no visible hat"
0861,"male, dark brown short-sleeved polo shirt, dark gray trousers, brown shoes, black shoulder bag, no visible glasses, no visible hat, no visible backpack"
0862,"male, short-sleeved button-up shirt, light gray, dark pants, no visible footwear, no visible accessories"
0863,"male, short-sleeved button-up shirt, light gray, dark gray trousers, dark gray shoes, black shoulder strap, no visible backpack, no visible glasses, no visible hat"
0864,"male, gray short-sleeved shirt, dark gray pants, no visible footwear, black shoulder strap, no visible hat, no visible glasses"
0865,"male, short-sleeved button-up shirt, light blue and white checkered pattern, dark trousers, brown slip-on shoes, no visible backpack, no visible glasses, no visible hat"
0866,"male, short-sleeved button-up shirt, pink, dark trousers, dark shoes, lanyard with ID badge, no backpack, no glasses, no hat"
0867,"male, light gray short-sleeved shirt, gray trousers, brown shoes, no visible glasses, no visible hat, carrying black briefcase"
0868,"male, short-sleeved striped shirt, light beige trousers, dark-colored shoes, carrying black briefcase, no visible backpack, no visible glasses, no visible hat"
0869,"male, short-sleeved button-up shirt, light gray, jeans, brown shoes, lanyard, no visible backpack, no visible glasses, no visible hat"
0870,"male, light-colored button-up shirt, beige trousers, dark-colored casual shoes, black shoulder bag, no visible glasses, no visible hat"
0871,"male, white t-shirt, dark green shorts, brown sandals, black backpack with white logo"
0872,"male, light pink short-sleeved shirt, gray trousers, dark-colored shoes, brown shoulder bag, no visible glasses or hat"
0873,"male, short-sleeved shirt, blue, trousers, black, shoes, no visible accessories"
0874,"male, white t-shirt, black shorts, sneakers, cap, no visible backpack, no visible glasses"
0875,"male, striped polo shirt, dark blue jeans, brown shoes, lanyard with badge, no backpack, no glasses, no hat"
0876,"male, short-sleeved shirt, light gray, dark gray pants, dark brown shoes, glasses, no visible backpack, no visible hat"
0877,"male, white t-shirt, dark gray pants, black shoes, black shoulder bag"
0878,"female, short-sleeved t-shirt, light green, denim shorts, light brown flat shoes, black and white polka dot shoulder bag, dark hair tied back, no visible glasses, no visible hat"
0879,"male, gray t-shirt, black shorts, flip-flops, no visible accessories, no backpack, no glasses, no hat"
0880,"male, white short-sleeved shirt, black trousers, barefoot, no visible accessories, no backpack, no glasses, no hat"
0881,"male, short-sleeved button-up shirt, light purple and white stripes, dark trousers, dark shoes, no visible accessories, no glasses, no hat, no backpack"
0882,"female, white short-sleeved top, black long overall skirt, white platform sandals, beige shoulder bag, dark hair tied back, no visible glasses, no visible backpack"
0883,"male, dark brown short-sleeved t-shirt, dark brown trousers, dark brown shoes, lanyard with white ID card, no visible backpack, no visible glasses, no visible hat"
0884,"male, short-sleeved striped polo shirt, light gray trousers, dark belt, dark slip-on shoes, no visible backpack, no visible glasses, no visible hat"
0885,"male, white short-sleeved shirt, dark trousers, dark shoes, lanyard around neck, carrying dark bag over shoulder, no visible glasses or hat"
0886,"male, white short-sleeved shirt, dark trousers, green shoes, silver chain necklace"
0887,"male, short-sleeved checkered shirt, green and white checkered shirt, grey trousers, dark-colored shoes, black shoulder bag, no visible glasses, no visible hat"
0888,"male, striped polo shirt, dark trousers, brown shoes, no visible backpack, no visible glasses, no visible hat"
0889,"female, pink short-sleeved top, dark shorts, sandals, white backpack, green backpack, no glasses, no hat"
0890,"female, short-sleeved dress, light green, flat shoes, shoulder bag, brown leather, no glasses, no hat"
0891,"female, black short-sleeved top, gradient green skirt, pink shoulder bag, flat shoes, no visible glasses, no visible hat"
0892,"male, short-sleeved polo shirt, gray and white horizontal stripes, dark gray or black trousers, dark brown or black casual shoes, lanyard with ID card around neck, no visible backpack, no visible glasses, no visible hat"
0893,"female, sleeveless dress, pink and white floral pattern, flat sandals, dark blue backpack with light blue reflective panel"
0894,"female, black short-sleeved top, white skirt, red sandals, lanyard with badge, no visible backpack, no visible glasses, no visible hat"
0895,"male, short-sleeved polo shirt, blue, khaki pants, sandals, lanyard with badge, no backpack, no glasses, no hat"
0896,"male, short-sleeved shirt, light gray, dark trousers, dark shoes, shoulder bag, no visible glasses, no visible hat"
0897,"male, short-sleeved shirt, gray, dark pants, dark shoes, shoulder bag, no glasses, no hat"
0898,"male, t-shirt, brown, shorts, brown, sneakers, backpack, no glasses, no hat"
0899,"female, short-sleeved t-shirt, light gray, capri pants, light gray, flip-flops, backpack, floral pattern, red and white, no glasses, no hat"
0900,"male, light-colored button-up shirt, dark trousers, dark shoes, no visible backpack, no visible glasses, no visible hat"
0901,"female, white t-shirt, light blue jeans, white sneakers, shoulder bag, glasses"
0902,"male, short-sleeved button-up shirt, light green, shorts, black, flip-flops, no visible accessories, no hat, no glasses, no backpack"
0903,"male, white short-sleeved shirt, black trousers, dark-colored shoes, carrying a dark briefcase, no visible backpack, no visible glasses, no visible hat"
0904,"male, light gray short-sleeved shirt, dark gray trousers, dark brown shoes, black briefcase, black cap, no visible glasses"
0905,"female, purple short-sleeved t-shirt, camouflage patterned capri pants, light brown flat sandals, dark hair tied back, no visible glasses, no visible backpack, no visible hat"
0906,"male, short-sleeved shirt, light gray, dark gray pants, dark shoes, no visible accessories, no hat, no glasses, no backpack, no visible bag except a black briefcase held in right hand in some frames"
0907,"male, yellow t-shirt, dark brown shorts, black sneakers, black backpack, black shoulder strap, no visible glasses, no visible hat"
0908,"male, light blue short-sleeved shirt, light brown pants, dark shoes, bald head, no visible glasses, no visible hat, no visible backpack"
0909,"male, t-shirt, maroon, shorts, black, sandals, backpack, glasses"
0910,"female, black short-sleeved top, grayish-green patterned apron, grayish-green pants, white flat shoes, lanyard with ID badge, dark hair tied back, no visible glasses or hat"
0911,"male, black t-shirt, beige cargo shorts, white sneakers, black backpack"
0912,"female, short-sleeved top, red, skirt, black, sandals, glasses, no backpack, no hat, no visible jewelry except possibly a lanyard with badge"
0913,"male, yellow t-shirt, light gray shorts, white sneakers, black backpack with red accent, white baseball cap, no glasses"
0914,"female, red short-sleeved blouse, black skirt, black high-heeled shoes, carrying white plastic bag, no visible backpack, no visible glasses, no visible hat"
0915,"female, green dress, red backpack, flip flops, no glasses, no hat"
0916,"male, black t-shirt, black shorts, white flip-flops, glasses, backpack"
0917,"female, black short-sleeved top, purple shorts, black flat shoes, green shoulder bag, no glasses, no hat"
0918,"male, red t-shirt, gray shorts, dark flip-flops, no visible backpack, no visible glasses, no visible hat"
0919,"male, light-colored short-sleeved shirt, dark trousers, sandals, lanyard with ID card, dark briefcase"
0920,"male, short-sleeved checkered shirt, light gray trousers, dark-colored shoes, lanyard with ID badge, carrying a black briefcase"
0921,"female, sleeveless top, blue capri pants, white sneakers, pink shoulder bag, white lanyard with badge, dark hair, no glasses, no hat, no backpack"
0922,"male, white short-sleeved shirt, black trousers, dark-colored shoes, black shoulder bag, no visible glasses, no visible hat"
0923,"female, white short-sleeved t-shirt, pink capri pants, flip-flops, white baseball cap"
0924,"male, white t-shirt with orange graphic, black shorts, yellow flip-flops, black backpack, no visible glasses, no visible hat"
0925,"male, short-sleeved polo shirt, light gray, dark blue jeans, white sneakers, lanyard with ID badge, no backpack, no glasses, no hat"
0926,"female, floral dress, dark purple with red pattern, flat sandals, backpack, no visible glasses, no visible hat"
0927,"male, black t-shirt, beige cargo pants, black shoes, no visible accessories, short dark hair, visible facial hair, walking posture, outdoor setting, multiple angles, consistent attire across frames"
0928,"female, sleeveless top, black, light gray cardigan, light gray capri pants, flip flops, shoulder bag, dark hair in ponytail"
0929,"female, floral printed short-sleeved top, dark gray capri pants, flat sandals, shoulder bag"
0930,"female, sleeveless vest, grey skirt, white collared shirt, beige flats, brown shoulder bag, dark green shoulder bag, short dark hair, no visible glasses, no visible hat, no visible backpack"
0931,"female, light gray open-front cardigan, black skirt, black flat shoes, beige handbag"
0932,"male, gray t-shirt, black shorts, gray sneakers, black backpack, glasses, dark hair"
0933,"male, purple short-sleeved shirt, dark gray shorts, black flip-flops, black shoulder bag, no visible glasses, no visible hat"
0934,"female, dress, olive green, flip flops, white tote bag"
0935,"male, yellow t-shirt, plaid shorts, white sneakers, black shoulder bag, no visible glasses, no visible hat"
0936,"male, short-sleeved shirt, gray, jeans, dark-colored shoes, shoulder bag, no visible glasses, no visible hat, no visible backpack"
0937,"female, olive green jacket, white and blue striped shirt, blue jeans, brown shoes, blue hat, white lanyard with badge, black handbag, no visible backpack, no visible glasses"
0938,"male, white t-shirt, red and white patterned sleeve, dark shorts, brown shoes, black backpack, no visible glasses, no visible hat"
0939,"male, white t-shirt, grey trousers, dark-colored shoes, black shoulder bag, no visible glasses, no visible hat"
0940,"male, short-sleeved shirt, light gray, loose-fitting pants, light gray, white sneakers, dark-colored shoulder bag, dark-colored cap, no visible glasses"
0941,"male, red polo shirt, dark gray shorts, flip flops, no visible accessories, no glasses, no hat"
0942,"female, checkered short-sleeve top, black capri pants, white sneakers, black shoulder bag, long dark hair, no visible glasses, no visible hat, no visible backpack"
0943,"male, yellow t-shirt, gray shorts, white sneakers, glasses, no backpack, no hat"
0944,"female, dark green short-sleeved top, dark green shorts, yellow shoes, pink handbag, no visible glasses, no visible hat, no visible backpack"
0945,"female, pink floral dress, black flats, red shoulder bag, no glasses, no hat"
0946,"female, black top, plaid skirt, white high heels, red handbag, no visible backpack, no visible glasses, no visible hat"
0947,"male, white short-sleeved shirt, black shorts, gray slip-on shoes, black shoulder bag, no visible glasses, no visible hat"
0948,"male, pink polo shirt, grey shorts, blue sneakers, black shoulder bag"
0949,"male, pink t-shirt, dark grey shorts, dark blue sneakers, black shoulder bag"
0950,"female, short-sleeved t-shirt, beige, wide-leg pants, black, sneakers, no visible accessories, no glasses, no hat"
0951,"female, short-sleeved top, gray, black skirt, flat sandals, purple headband"
0952,"female, white short-sleeved top with lace trim, red leggings, brown flat shoes, black handbag"
0953,"female, short-sleeved blouse, blue, cropped pants, green, flat shoes, brown, glasses, handbag, black"
0954,"male, green and brown striped short-sleeved shirt, light gray pants, dark shoes, sunglasses, carrying a black briefcase"
0955,"male, white t-shirt, dark jeans, dark shoes, black briefcase, no visible hat, no visible glasses"
0956,"male, short-sleeved shirt, light-colored patterned shirt, light-colored pants, brown shoes, black shoulder bag"
0957,"female, light blue short-sleeved top, white pleated skirt, barefoot, brown shoulder bag, dark hair, no glasses, no hat"
0958,"female, purple short-sleeved top, gray overalls, brown sandals, brown shoulder bag"
0959,"male, short-sleeved shirt, light gray, dark pants, dark shoes, shoulder bag, no visible glasses, no visible hat"
0960,"male, t-shirt, black, shorts, gray, sneakers, black, glasses, no backpack, no hat, no visible accessories"
0961,"female, patterned jacket, dark grey leggings, flat sandals, red shoulder bag, dark hair, no visible glasses, no visible hat"
0962,"female, short-sleeved top, light gray, white pants, pink flat shoes, lanyard with ID badge, dark handbag, no glasses, no hat, no backpack"
0963,"female, light gray short-sleeved shirt, light gray long-sleeved shirt, dark blue jeans, pink sneakers, dark brown backpack, glasses"
0964,"female, t-shirt, gray, shorts, gray, sneakers, black handbag"
0965,"female, black short-sleeved top, blue jeans, yellow sneakers, white lanyard with badge, brown hair, no glasses, no backpack, no hat"
0966,"female, white long-sleeved shirt, black pants, red shoes, black shoulder bag, no visible glasses, no visible hat"
0967,"female, light pink short-sleeved top, dark pants, light-colored shoes, carrying a dark shoulder bag, no visible glasses or hat"
0968,"female, sleeveless top, brown shorts, flip flops, black shoulder bag, dark hair, no glasses, no hat"
0969,"male, plaid short-sleeved shirt, dark blue shorts, dark brown shoes, carrying black bag, no visible glasses, no visible hat"
0970,"male, short-sleeved polo shirt, pink, shorts, light green, sneakers, black backpack"
0971,"female, patterned short-sleeve top, black skirt, light green flat shoes, black shoulder bag, no visible glasses, no visible hat, no visible backpack"
0972,"female, light blue short-sleeved top, dark pants, barefoot, carrying a dark shoulder bag, wearing a necklace, no glasses, no hat, no backpack"
0973,"female, white t-shirt with black numbers, black shorts, pink shoes, brown handbag, no visible glasses or hat"
0974,"female, black sleeveless top, white shorts, light-colored flat shoes, dark red handbag, dark hair, no visible glasses or hat"
0975,"female, long-sleeved top, yellow, skirt, black, sandals, backpack, dark blue, no glasses, no hat"
0976,"male, checkered short-sleeved shirt, beige shorts, brown sandals, black shoulder bag, no visible glasses, no visible hat"
0977,"male, blue t-shirt, grey shorts, white sneakers, black backpack"
0978,"male, white t-shirt with black side panels, beige shorts, flip-flops, no visible backpack, no visible glasses, no visible hat"
0979,"male, white t-shirt with green and yellow graphic, black shorts, flip-flops, no visible accessories, no backpack, no glasses, no hat"
0980,"female, plaid shirt, light gray pants, red shoes, no visible accessories, no glasses, no hat, no backpack"
0981,"female, short-sleeved shirt, light beige, pants, teal, sneakers, glasses, long ponytail"
0982,"female, white sleeveless top, black capri pants, light blue sneakers, pink water bottle, hair tied in bun"
0983,"male, white t-shirt, light gray pants, dark shoes, black briefcase, no visible glasses, no visible hat, no visible backpack"
0984,"male, white short-sleeved shirt, dark trousers, dark shoes, black shoulder bag"
0985,"male, light blue short-sleeved shirt, light blue jeans, brown sandals, black briefcase, no visible hat, no visible glasses, no visible backpack"
0986,"male, short-sleeved button-up shirt, light blue, gray trousers, dark-colored shoes, black briefcase, no visible backpack, no visible glasses, no visible hat"
0987,"male, dark grey short-sleeved shirt, grey trousers, dark grey shoes, black briefcase, no visible backpack, no visible glasses, no visible hat"
0988,"male, short-sleeved t-shirt, light green, black pants, dark-colored sneakers, backpack, no glasses, no hat"
0989,"male, t-shirt, khaki shorts, dark-colored sneakers, backpack, no glasses, no hat"
0990,"female, white t-shirt with horizontal stripes, blue jeans, light brown flat shoes, green backpack, no visible glasses, no visible hat"
0991,"male, short-sleeved shirt, light blue, dark blue jeans, dark-colored shoes, lanyard with ID badge, no backpack, no visible glasses, no hat"
0992,"male, short-sleeved shirt, red and gray horizontal stripes, dark pants, dark sandals, no visible accessories, no hat, no glasses, no backpack"
0993,"male, short-sleeved shirt, light blue and white gradient, shorts, light gray, sneakers, no visible accessories, no glasses, no hat, no backpack"
0994,"female, loose-fitting short-sleeved top, light brown, loose-fitting pants, light brown, flat shoes, glasses, lanyard with ID badge, dark-colored briefcase"
0995,"female, green cardigan, white t-shirt, beige pants, white sneakers, black handbag, lanyard with ID card, long dark hair, no visible glasses, no visible hat"
0996,"female, pink long-sleeved top, patterned gray and white skirt, brown flat shoes, no visible accessories, dark hair"
0997,"female, long-sleeved button-up shirt, light blue, skirt, light yellow, sandals, baseball cap, light blue"
0998,"female, short-sleeved t-shirt, yellow, shorts, white, flip-flops, backpack, dark blue straps"
0999,"male, camouflage t-shirt, dark pants with white stripe, flip-flops, no visible accessories, short dark hair, visible facial stubble, carrying yellow bag in one hand, walking in outdoor setting"
1000,"female, sleeveless dress, white with pink gradient, barefoot, hair tied with red bow"
1001,"female, red short-sleeved t-shirt with graphic print, blue denim shorts, sandals, glasses, dark hair tied back, carrying white plastic bag"
1002,"male, red t-shirt, patterned shorts, dark-colored sneakers, black shoulder bag, no visible glasses, no visible hat"
1003,"male, t-shirt, light gray, shorts, light gray, sandals, glasses, backpack"
1004,"female, short-sleeved blouse, green and blue patterned, black shorts, light pink flats, no visible glasses, no visible hat, carrying a black handbag, carrying a light blue tote bag"
1005,"female, white t-shirt, dark pants, pink sneakers, brown shoulder bag, dark hair in ponytail, no visible glasses or hat"
1006,"female, patterned blouse, light gray pants, flat shoes, backpack, lanyard with badge, no glasses, no hat"
1007,"male, black t-shirt, dark grey trousers, black boots, cap, no visible backpack, no visible glasses"
1008,"male, red t-shirt, dark pants, black shoes, no visible accessories, no hat, no glasses"
1009,"female, patterned jacket, beige pants, flat shoes, shoulder bag, no glasses, no hat"
1010,"female, pink long-sleeved top, black shorts, bright yellow sneakers, blue shoulder bag, white lanyard with badge, dark hair tied back, no visible glasses or hat"
1011,"female, black short-sleeved top, black capri pants, brown sandals, black shoulder bag, dark hair, no visible glasses, no visible hat, no visible backpack"
1012,"female, short-sleeved shirt, purple, pants, brown, sandals, black shoulder bag, no glasses, no hat"
1013,"female, light-colored short-sleeved dress, white, sandals, shoulder bag, glasses"
1014,"female, white short-sleeved shirt, blue shorts, barefoot, long dark hair, no visible accessories, no backpack, no glasses, no hat"
1015,"female, short-sleeved blouse, white collar, dark patterned top, black capri pants, light-colored flat shoes, red shoulder bag, no visible glasses, no visible hat"
1016,"female, green t-shirt, black shorts, yellow shoes, orange handbag, black backpack, no visible glasses, no visible hat"
1017,"female, green short-sleeved shirt, brown shorts, brown flat shoes, black and white backpack"
1018,"male, t-shirt, blue, shorts, green, flip-flops, backpack, dark-colored, no glasses, no hat"
1019,"female, pink hoodie, black tank top, patterned skirt, red shoes, blue tote bag, no visible glasses, no visible hat, no visible backpack"
